text,label
SICKENING! MTV HOST MOCKS Senator Jeff Sessions’ Asian Grandchildren,fake
JUDGE JEANINE PIRRO: Criminal Clintons Stop Eric Trump’s Incredible Charity For Children With Cancer [Video],fake
BREAKING: OBAMA Regime Announces Federal Takeover Of Elections [VIDEO],fake
OBAMA Gives Himself A MAJOR Award Like Only A True Narcissist Would…Twitter Goes Crazy!,fake
INVITED POP STAR SAYS SHE’LL PERFORM At Trump Inauguration ONLY If She Can Sing Song About Lynching Blacks,fake
"YES, Obama CAN Appoint A Supreme Court Justice Before He Leaves…But Will He?",fake
HA! DONALD TRUMP’S Unusual New Year’s Tweet To His “Many Enemies”,fake
"TRUMP ANNOUNCES Two More Companies Join “America First” Job’s Campaign…8,000 JOBS! [VIDEO]",fake
"OBAMA SUPPORTER, Mayor Jim Fouts Allegedly Caught on Tape Trashing Mentally Disabled: They’re “Retards”…”Not Even Human Beings” Should Be “Put In Cages” [AUDIO]",fake
OUCH! Paul Joseph Watson DESTROYS MTV’s Racist Propaganda Video: “Beyonce Cares So Much About ‘Black Issues’ That She Dyes Her Hair Blonde And Bleaches Her Skin To Try And Look As White As Possible” [VIDEO],fake
HUMA ABEDIN AND HILLARY CLINTON Meet At New York Office…Did Hillary Wear The Drapes Home?,fake
BREAKING: ANTI-TRUMP MUSLIM Known For Creating Drama To Post On You Tube Is Kicked Off Delta Flight…Screams Discrimination [VIDEO],fake
BRILLIANT: REP KING Calls Out CIA Director For Hit Job On Trump…Calls for Investigation [Video],fake
COLLEGE STUDENTS ASKED TO SIGN A Petition Canceling Christmas…Did They Agree? [Video],fake
DESTROYED IN 10 SECONDS: Tucker Carlson EXPOSES Hypocrisy Of Liberal “MASH” Actor Who’s Asking Electors To BLOCK Trump From Becoming President [VIDEO],fake
ARNOLD SCHWARZENEGGER Sends A Message To Liberals Whining About Trump [Video],fake
GERMANY’S DEFENSE MINISTER Refuses To Wear Hijab During Saudi Arabia Visit…Says Trump’s Election Proves Political Correctness Has Been Rejected,fake
THE VIEW WOMEN Go Off The Rails: Trump ‘has to step down before the inauguration’ [Video],fake
FLASHBACK: Remember When Obama Was Caught Telling Russian President He’d Have “More Flexibility” After He Won Re-Election? [VIDEO]…Why Didn’t Anyone Question “Russian Interference” In His Defeat Of Mitt Romney Who Called Russia “Our Biggest Threat”?,fake
HOW MANY DIFFERENT Ways Can Arrogant Liberals Say Donald Trump Will Never Be Elected As Our President? [VIDEO],fake
MIKE ROWE ASKS: Why Are OUR Tax Dollars Funding Colleges That Burn the Flag? [Video],fake
DONALD TRUMP TIME PERSON OF THE YEAR: “The revolution he stirred feels fully American”,fake
BREAKING: TRUMP CANCELS Order For New Air Force One…Claims Boeing “Doing A Little Bit Of A Number” [Video],fake
THE ENDEARING THING TRUMP DOES TO HIS TIE That Has The Liberals Going Crazy,fake
"#BoycottPenzeys: HATEFUL, DIVISIVE Penzeys Spice Co. Owner Threatens Trump Supporters…Brags About Increased Sales Since Calling All Trump Supporters “Racists”",fake
FLASHBACK: Obama Mocks Trump’s Promise To Save Factory Jobs: “Your Jobs Aren’t Coming Back” [VIDEO],fake
BREAKING: TRUMP PICKS Private Sector Titans For Trade And Commerce: ‘I did this because I believed in him’,fake
"OHIO ST UNIV TERRORIST Abdul Razak Ali Artan Played Victim In Recent Interview, Criticized College For Not Having Muslim Prayer Rooms On Campus",fake
MARCO RUBIO Weighs In On Castro’s Death: “He did some horrifying things”…”Don’t make him into a folk hero” [Video],fake
WILL GENERAL “MAD DOG” MATTIS Be Part Of Trump’s Team? Praise For “Superb Officer” From All Corners [Video],fake
SECURITY NIGHTMARE? TRUMP’S “MAR-A-LAGO”… A Trump-Restored Jewel [Video],fake
BREAKING: SC GOVERNOR Named Ambassador To The UN: Can Nikki Haley Go Up Against The New Socialist UN Sec. General?,fake
DEAR DEMOCRATS AND LIBERALS…Stop Complaining About The Election…You’re The Ones Who Created “Us”,fake
FUNNY! SNL’S SOLUTION To Democrat Election Denial: “Safe Space For Everyone” [Video],fake
CAR TORCHED AND SPRAYED WITH “F*CK TRUMP” Because Of Pro-Trump Sticker,fake
STARBUCKS EMPLOYEE Calls Police On Man Wanting Coffee Name To Be “Trump”…#TrumpCup [Video],fake
"COMMUNIST SYMPATHIZER NYC MAYOR DEBLASIO Encourages Anti-Trump Protesters To Keep Going: “the more people fight back, the more it takes away his power”",fake
TRUMP GIVES BRUTAL WARNING To Lawless Sanctuary Cities…There’s A New Sheriff In Town [Video],fake
YOU’RE HIRED! HOW THIS BRILLIANT Surgeon Will Destroy Obama’s Legacy [VIDEO],fake
WOW! SCRUBBED 1998 GEORGE SOROS Video Resurfaces!…Admits He Confiscated Property From Jews In WWII…Hung Out With Hillary In Haiti [VIDEO],fake
THE NUMBERS ARE IN: Here’s How The Catholics Voted In This Historic Election,fake
BOOM! This Is How President Reagan Handled Protesters: “Negotiate? What is there to negotiate?” [Video],fake
BOOM! MATH SHOWS Trump Would Have Beaten Obama In Romney-Obama Election,fake
THE END OF CROOKED HILLARY’S POLITICAL CAREER: “Hello Darkness My Old Friend” [VIDEO],fake
UNDERCOVER JOURNALIST In Burka Is Offered Huma Abedin’s Ballot [Video],fake
3 PEOPLE LINE UP TO SEE Tim Kaine Speak In A CLASSROOM…Mike Pence Packing LARGE VENUES Across America [VIDEO],fake
"FOUL-MOUTHED Celebrities For HILLARY Sing Vulgar Song With Baby In Arms: ‘Jesus F*cking Christ,’ Please Vote [VIDEO]",fake
"WATCH OBAMA AWKWARDLY AND ANGRILY Tell Audience To ‘Choose Hope!’ Six Times In A Row…Looks nervous, doesn’t he?",fake
BOMBSHELL: Hillary’s Democrat Niece Is “100 Percent” Behind Her Choice For President…And It’s Not Her “Selfish” Aunt Hillary,fake
BILL CLINTON LOSES IT With Heckler In Finger-Pointing Rant: “I defended Obama…” [Video],fake
WOW! RECKLESS HILLARY’S SENIOR AIDE Left Classified Documents Unattended In Hotel Room During 2010 China Trip,fake
LOL! PHOTO Accompanying Google Search Of “Pathological Liar” Says It All,fake
SEX OBJECTS FOR HILLARY…Jennifer Lopez Shakes A*S On Stage In Thong For Crooked Hillary…You Can’t Make This Stuff Up! [VIDEO],fake
THREE THEORIES On Why FBI’s Comey Reopened Clinton Email Probe…Why Now?,fake
IF HILLARY GETS ELECTED…She’s Got Big Plans For Gropin’ Joe Biden,fake
TRUMP LAUNCHES GRENADE AT TAX AND SPEND WASHINGTON: “Under Budget And Ahead Of Schedule…You Don’t Hear Those Words Too Often In Government…But You Will” [Video],fake
BREAKING: BLACK AMERICANS JUMPING ON TRUMP TRAIN In Unprecedented Numbers…United We Stand!,fake
WOW! Hillary’s VP Pick Tim Kaine Gets Only 30 People At Rally [Video],fake
BUSTED! OBAMA’S DOJ EXTORTS MONEY FROM BANKS To Fund Radical Groups To Push Hillary Vote,fake
"HILLARY’S CAMPAIGN MANAGER STAMMERS When Asked Why Using Trump’s Stolen Tax Returns Are Okay, But Wikileaks Emails Aren’t [VIDEO]",fake
"LIVE STREAM: DONALD TRUMP -FIRST 100 DAYS SPEECH – GETTYSBURG, PA [VIDEO]",fake
"WHY ARE DEMOCRATS Willing To Put Women Working At White House At Risk, By Allowing Sexual Predator, Accused Rapist To Roam Halls?",fake
BREAKING: Philippines President Announces ‘Separation’ From U.S….Now Supporting THIS Super Power [Video],fake
DEMOCRATS ADMIT PLAN To Commit Mass Voter Fraud [Video],fake
BREAKING UNDERCOVER VIDEO: Democrat Operative…”We’re Starting Anarchy Here”…Hillary Knows What’s Going On… Mentally Ill People Paid To Start Violence…Admits Dems Planned Riots At Chicago Trump Rally [VIDEO],fake
LOL! CNN Tells Viewers “IT’S ILLEGAL” To Read Wikileaks Emails…So They’ll Tell You What’s In Them [VIDEO],fake
VOTE FOR A DEMOCRAT In This State…Get A Prize! Does Anyone Care That Democrats Are Stealing Our Election?,fake
BREAKING: WIKILEAKS EMAILS SUGGEST Supreme Court Justice Scalia May Have Been Murdered,fake
COLLEGE STUDENTS ADMIT They Got Extra Credit For Attending Hillary Rallies…,fake
"WIKILEAKS CLINTON CAMPAIGN EMAIL: Uneducated, “Unaware” Supporters Not As Easy To Manipulate As Before",fake
TRUMP NAILED IT! Everyone’s Calling THIS The Best Line Of The Night..Mic Drop Moment…[Video],fake
TOP TEN THINGS Hillary Clinton Doesn’t Want You To See From Wikileaks E-mails,fake
BREAKING: Wikileaks Email Release Exposes TWO-FACED HILLARY Admitting She Needs To Have A Private AND Public Position On Policy,fake
OUCH! POST DEBATE: HILLARY GIVES Tim Kaine A Painful Preview Of What It Feels Like When You Disappoint Her,fake
BREAKING: HILLARY CAUGHT Using Teen Actor Whose Father Is A Rabid Hillary Supporter To Trash Trump During PA Townhall [VIDEO],fake
WOW! HOW 100% OF CLINTON CHARITY Went To…Themselves [Video],fake
BREAKING BOMBSHELL: 27 YR OLD Son Of Arkansas Prostitute Says Bill Clinton Is His Father…Did Hillary Keep Him Away From Bill? [VIDEO],fake
NEW YORK TIMES Publishes Trump Tax Return From 20 Years Ago…TRUMP FIRES BACK!,fake
THE TRUTH About Alicia Machado BLOWS UP…Backfires BIG-TIME On Hillary’s Dirty Campaign! [Video],fake
BRILLIANT! P.J. O’ROURKE Casts His Vote For The Winner Of The Presidential Debate: “Don’t insult the voters.”,fake
"TRUMP SUPPORTERS REACT TO DEBATE: “Clinton News Network (CNN) no longer picks our President”…Florida Gives Trump ROCK STAR Treatment…Fire Marshall Turns 12,000 Away",fake
"COMMUNIST George Soros Says Trump Will Win Popular Vote In Landslide, But Hillary Wins Presidency…HUH? [VIDEO]",fake
BILL CLINTON’S 12-YR Mistress Gennifer Flowers Says “YES” To Trump’s Invitation For Front Row Seats At Debate,fake
BREAKING: TRUMP Is About To Get A HUGE Unexpected Endorsement,fake
DEPLORABLES UNITE! ONE MORE DAY: “We will no longer surrender this country or its people to the false song of globalism!” [Video],fake
WILL TRUMP PULL A “ROMNEY” In His First Debate? Says He Won’t Mention Bill’s Infidelities Unless Hillary Does This… [VIDEO],fake
DISTURBING VIDEO Shows HILLARY’S Campaign Likely FAKED Her Audience At NC Rally,fake
VETERAN’S FAMILY ASKS TRUMP FOR HELP After He Asked VA For Help For With PTSD…VA Put Him On 6 Month Wait List…Vet Committed Suicide On 9-11-16,fake
MUSLIM MAYOR OF LONDON TO U.S.- Immigrants Shouldn’t Have To Assimilate,fake
"RADICAL ANTI-GUN MUSLIM State Senator Who Was Arrested While Drunk With Gun, Joins Kaepernick’s “Disrespect The American Flag” Movement [VIDEO]",fake
NOT-SO-SLICK WILLY: Bill Clinton Tries To Joke Around About Hillary’s E-mail Scandal…Not Funny [Video],fake
HOLLYWOOD RICH AND FAMOUS Shafted By “Sick” Hillary…Left With Replacement For Mega-Bucks Fundraisers,fake
BREAKING: MYSTERIOUS METAL OBJECT Flings Out Of Hillary’s Pant Leg During Apparent Convulsion Or Seizure [Video],fake
FATHER OF BENGHAZI VICTIM TY WOODS SPEAKS UP AGAINST HILLARY: “My son would still be alive…” [Video],fake
WOW! “We Mexicans Need To Kill Donald Trump Before He Becomes President…Cross The Border And Go And Kill Trump And His Supporters” [VIDEO],fake
WATCH LIBERAL CNN LAWYER Skewer “Village Idiot” Hillary Clinton: “Clear Violations Of Federal Records Act”,fake
"INT’L LEADERS CAN’T HIDE DISRESPECT For Obama At Final G20: Philippines Leader Calls Barack Obama,”Son of a bitch”…China Makes Him Exit “Ass” Of Air Force One…Putin Has Tense Meeting With Him [VIDEO]",fake
HILLARY IS FURIOUS OVER EMAIL HACKS…Openly Threatens War With Russia…Media Is SILENT [VIDEO],fake
RED ALERT: CLINTON DESTROYED EVIDENCE IN TWO WAYS…Isn’t This Criminal Intent?,fake
HOW THE CLINTON’S GOT RICH Off Donations From People Who Thought They Were Helping Poverty-Stricken Haiti Earthquake Victims [VIDE0],fake
OCTOBER 1st Could Mark End Of Free Speech On The Internet: How Obama Regime May Be Turning Control Of Internet Over To U.N.,fake
"CRAZY LIKE A FOX: JOE BIDEN Announces $2.45 Billion Dollar “Loan” To Money-Sucking AMTRAK…No, We’re Not Kidding!",fake
"MN: Why Did Police “Stand Down”? GROTESQUE VIDEO Shows Male Hillary Supporter PUNCHING Elderly Trump Supporter Several Times, Other Trump Supporters Spit On, Assaulted And Robbed",fake
#CrookedHillary Uses Twitter To Accuse Trump Of Being A “Racist”…Forgets To Mention $20K+ In Donations From KKK In 2016 [VIDEO],fake
DEAD ON! LOU DOBBS Calls Out The Republican Establishment: “A Sorry Bunch” [Video],fake
LEO DITCHES HILLARY: Shady Excuse Doesn’t Fly In DiCaprio Fundraiser Cancellation,fake
"TRAFFIC IS FOR THE LITTLE PEOPLE…CLINTON CARPETBAGGERS Get Wall, Guards…And Now Private Street For NY House",fake
FLOOD VICTIMS CHEER TRUMP: “We knew you’d be here!” [Video],fake
LOL! JOE BIDEN FLIES TO SERBIA…Is Greeted With MASSIVE Rally For Trump [VIDEO],fake
OBAMA HOSTS FUNDRAISER: Praises Clinton For Great Job “Making Life and Death Decisions”….Like Benghazi?,fake
WIKILEAKS JULIAN ASSANGE Reveals Hillary’s Connection To ISIS And Discusses Emails That Could Put Her In Jail [VIDEO],fake
JOURNALIST SHERYL ATTKISSON: Famous DC Bureau Chief Told Journalists To Take Down TRUMP [Audio],fake
NFL DENIES Dallas Cowboys’ Request To Honor Slain Police Officers…IGNORES NFL Player Who Posted Pic Of Cop’s Neck Being Slit On Social Media,fake
WATCH DAN BONGINO CALL OUT CNN HOST For Ridiculous Bias Against Trump’s 2A Comments [Video],fake
BREAKING: 296 Hillary E-mails Just Released Exposing The “Bad Cop” At Hillary’s Side 24/7,fake
BRAIN FREEZE! HILLARY CLINTON Goes Blank…Forgets What She’s Talking About [Video],fake
BREAKING: Julian Assange Reveals MORE Bombshell Information On Clinton And Connections To ISIS [Video],fake
TRUMP SPOKESPERSON THREATENS Trump Rally On Martha’s Vineyard During Obama’s Vacation,fake
HILLARY PANICS…Totally Freezes When Protesters Shout…Secret Service Jumps Onstage [Video],fake
“HILL”ARIOUS…MUST SEE! IOWA PARADE GOERS Treated To “Hillary In Prison” Float…Water Balloon Passed Out To Throw At Her,fake
MILITARY K-9 HANDLER’S Post About Vulgar Encounter With Hillary Goes Viral: “I’m not Voting for Clinton.”,fake
SHE LIES AGAIN! HILLARY TELLS A WHOPPER During Her Convention Speech…A Tall Tale Tearjerker That Just Isn’t True!,fake
PRICELESS! TRUMP DOES “KISS THE BABY” Like No Other Politician Has Ever Done It! [Video],fake
WATCH OBAMA’S BROTHER Rip Barack And Endorse A Surprise Candidate In Rare Interview [Video],fake
"TRUMP DELIVERS MESSAGE TO PUTIN: “Russia, If You’re Listening…I Hope You’re Able To Find The 30,000 Emails That Are Missing” [VIDEO]",fake
BOOM! DINESH D’SOUZA Just Exposed The Gut-Wrenching Truth About Democrats With One Tweet From DNC,fake
BREAKING: DNC CHARWOMAN Shouted Down In Chaos During Opening Remarks [Video],fake
HILLARY’S VP PICK Has History Of Radical Islamist Ties…This Should Be A Perfect Match!,fake
ALL WHITES IN BACK…Democrats Prove Their Obsession With Race In One RIDICULOUS Photo,fake
SOUR GRAPES TED CRUZ Gets Booed Off Stage While Trump Appears To Cheers [VIDEO],fake
"LOL! ACTRESS CHARLIE THERON Tells South Africans AIDS Is “Not transmitted by SEX…“It’s transmitted by sexism, racism, poverty and homophobia” [VIDEO]",fake
BREAKING: CLEVELAND POLICE CHIEF Asks Ohio Governor To DECLARE STATE OF EMERGENCY…Suspend Open Carry Laws During RNC,fake
“ON DAY OF #NiceAttack Hillary Announces AMNESTY For Anyone Who Stealthily Evades Our Border Patrol”,fake
BREAKING: Fresno Police Release GRAPHIC Video Of FATAL SHOOTING OF UNARMED WHITE MAN By Veteran Cops,fake
WOW! FACEBOOK HQ’s JOINS OBAMA’S WAR ON COPS…A CLOSER LOOK At This Huge Sign Proves It,fake
BOOM! JUDGE JEANINE PIRRO: “New deep divisions are created by Obama” [Video],fake
BREAKING…OBAMA’S WAR ON COPS: ANOTHER Cop Ambushed And SHOT 3 Times In Neck By Black Man With Lengthy Criminal History In W. St. Louis,fake
"AMERICA IN CRISIS: “Hillary Clinton Is A CRIMINAL Involved In a Criminal Enterprise…If The Voters Do Not Stop Her, She Will Be The Next President of the United States”",fake
HERE’S WHY AMERICA IS THE GREATEST No matter What The Loony Lefties Say [Video],fake
CAFE OWNER REACTS IN AWESOME WAY After Town Told Her To Remove “God Bless America” Banner From Front Of Restaurant,fake
Gwenyth Paltrow Can’t Understand Why She Was Named “MOST HATED CELEBRITY”,fake
Will Americans Free Themselves From The Slavery Of The Democrat Party…Or Will We Wait Until It’s Too Late? WATCH: “The Peasants Are Revolting”,fake
"BOOM! TED CRUZ Will Conduct Hearing TODAY: Focusing On Muslim Brotherhood, CAIR And Obama Regime’s Cover-ups, “WILLFUL BLINDNESS” To Radical Islam",fake
YOU’RE FIRED! Is This Billboard Going to Bring Down House Speaker Paul Ryan?,fake
"BREAKING: US SUPREME COURT Upholds U. Of TX-Austin Admissions Ability To Choose Black, Hispanic Students Before White, Asian Students",fake
WOW! BILL AND HILLARY Called Jesse Jackson ‘That G**damned n****r’ Behind His Back,fake
BOOM! Dodgers Baseball Radio Legend Drops A Mid-Game Rant On Socialism [Video],fake
RACIST OPRAH MAKES SAME MISTAKE…TWICE,fake
LONDON’S FIRST MUSLIM MAYOR BANS “Sexy Women” On Advertisements,fake
"BREAKING UPDATE: 50 DEAD, 53 Injured After U.S. Citizen, Muslim Extremist Who Was On FBI Radar Opens Fire During RAMADAN In WORST Mass Shooting In U.S. History…Father Of Muslim Terrorist Tells Why His Son Committed Horrific Act [VIDEO]",fake
CLINTON COVERUP: WHY WAS MAJOR CLINTON CRONY Put On Sensitive Intelligence Board? [Video],fake
REVEALING GRAPH: TRUMP Setting Records In Historic Primary Votes While Hillary Bombs!,fake
“I’m Not With Crooked Hillary”: VIRAL VIDEO Shows Young Mexican-American Explain Why He’s Voting For Trump,fake
BILL CLINTON Rips Into Hecklers Again With Bold Statement About Bernie,fake
HOME DEPOT FOUNDER: Why I Stand With Donald Trump,fake
BOOM! NAVY SEAL VET DESTROYS Whiny Organizer Of ‘Veterans Against Trump’ [VIDEO],fake
CAUGHT ON VIDEO! Violent Anti-Trump Thugs Pelt Eggs At Trump Supporters,fake
Anti-Trump Protester’s X-Rated Comment Angers MSNBC Anchor: “Grow The Hell Up!”,fake
INCONVENIENT TRUTH Of Obama’s Drug Abuse Brought Up At Vietnam Press Event…Did He Or Didn’t He?,fake
BIG TRUMP CAMPAIGN NEWS That Just Changed The Whole Ballgame!,fake
"DEMOCRAT UNDERBELLY EXPOSED: Out-Of-Control Violence Erupts…Anti-Trump Rioters Deliver On Threat To Turn Up Heat, Shut Down Free Speech [VIDEO]",fake
BREAKING: FBI INVESTIGATING Clinton Crony Virginia Governor Terry McAuliffe,fake
OBAMA’S WORLD APOLOGY TOUR To Begin With Vietnam and Japan,fake
MAN THREATENS TO KILL TRUMP: Afraid Food Stamps Will Be Taken Away,fake
BEST REASONS TRUMP Is More Qualified Than Any Presidential Candidate We’ve Had In Decades,fake
ALL OUT BRAWL! BERNIE/HILLARY DELEGATES GO AT IT: ‘We need a medic!’ [Video],fake
POLICE CALLED TO GRISLY MURDER SCENE: Find Decapitated Blow Up Sex Doll In City Overrun By Muslim Immigrants,fake
WATCH: NEW MOVIE Black Lives Matter Terrorists DON’T Want You To See…What REALLY Happened In FERGUSON Courtroom,fake
UNREAL! HILLARY CLINTON Plays Dumb On The High Cost Of Obamacare [Video],fake
"O’REILLY NAILS IT! OBAMA, TRUMP And The True Meaning Of Fairness And Equality [Video]",fake
OBAMA’S LAST MOVE: Here’s How He’ll Force Suburbs To Become Less White And Less Wealthy,fake
CROOKED HILLARY LIES AGAIN…This Is Becoming An Everyday Occurrence,fake
LOL! HILLARY’S New Anti-Trump Ad Backfires..Ends Up Being AMAZING Pro-Trump Ad [VIDEO],fake
TRUMP WINS-CRUZ SUSPENDS-BERNIE BURNS HILLARY: “Make America Great Again”,fake
WHOA! FORMER DEMOCRAT CONGRESSWOMAN Reveals Hillary’s Criminal Past [VIDEO],fake
DISGUSTING! Hillary Voters Taunt And Abuse Americans In Their Effort To: “Make America Mexico Again” [Video],fake
DEMOCRATS FREAK OUT As Shocking Number Of Union Members Plan To Vote For “Blue-Collar Billionaire” Donald Trump [VIDEO],fake
OOPS! Black Security Guard Won’t Allow White Dude Wearing Black Lives Matter T-Shirt Into Hillary Event [VIDEO],fake
PANDERING HILLARY CLINTON Angers Prince Fans For Playing His Song At A Rally [Video],fake
ACTRESS JODIE FOSTER Weighs In On The Phony ‘War On Women’…Hillary Won’t Like This!,fake
GOP ELITES To Meet On Luxury Yacht To Discuss Trump’s Delegates,fake
COL RALPH PETERS: Obama and Politicians ‘Put Happiness of the Saudi Royal Family Above the Survivors of 9/11’ [Video],fake
A MOM BRINGS A TRUTH BOMB To The Bathroom Controversy And It Goes Viral…Awesome!,fake
"GUT WRENCHING: OBAMA Meets With Rappers To Discuss Criminal Justice Reform…Doublespeak For Pardoning Criminals, Investigating Cops",fake
OBAMA PRESSURED U.S. SHOE COMPANY To Keep Their Mouths Shut…But Now The Deal is OFF…And So Are The Gloves!,fake
MICHELLE OBAMA Wanted Biden To Run So He Could Beat Hillary [Video],fake
WOW! NAVY SEAL BLASTS HILLARY: “You Are An Ignorant Liar” [VIDEO],fake
UH OH! BILL CLINTON Unloads On Obama! [Video],fake
WITCH HUNT: COMMUNIST CALIFORNIA Raids Home Of Man Behind Planned Parenthood Baby Parts Videos,fake
"A $50,000 FREE-FOR-ALL FOR MINORITIES In The Biggest Obama Scandal Yet",fake
AFTER GM’S TAXPAYER BAILOUT AND $10 BILLION IN FORGIVEN DEBT…Cars Now Made In China [Video],fake
"OBAMA’S BACKDOOR GUN CONFISCATION: 260,000 VETERANS STRIPPED Of Second Amendment Rights",fake
WORKPLACE MICROAGGRESSION: ISIS Yells “Alluha Akbar” While Accidentally Blowing Themselves Up [VIDEO],fake
"WOW! BRITISH ACTRESS HAMMERS EU Leaders: “Every one of you who said refugees are welcome, You Are Responsible For Brussels…Europe is ‘Jihadi Central'”",fake
“YOU’RE HIRED!” Trump Pulls Unemployed Vet From Audience And Hires Her On The Spot,fake
EXPOSED! Plot To Bring In Cheap Foreign Labor Exposed – No U.S. Labor Shortage [Video],fake
AWESOME COMEBACK After Obama Says The Presidency Isn’t A Reality Show [Video],fake
WATCH VETERAN Embarrass Trump Hater In Kansas City When She Can’t Explain Her Own Sign,fake
BREAKING: FLORIDA GOV RICK SCOTT ENDORSES DONALD TRUMP…Says It’s Time For GOP To Come Together,fake
"THE BEST OF WATTERS’ WORLD: “If liberals are so creative, why can’t Obama create jobs?”",fake
"AUSTRIAN Schools Are Being Radicalized By Young Muslim Migrants: “If She Doesn’t Obey [Wear Hijab], I’ll Just Murder Her” [VIDEO]",fake
U.S. ELECTIONS May Already Be In Serious Jeopardy : ACORN Gives OH Man Cigarettes And Cash To Register To Vote 72 Times…Several More Horror Stories,fake
OBAMA’S DOJ TO BLAME IRAN FOR CYBER-ATTACK On NY Dam In 2013…Wait…What About That Deal With Obama’s Ally In 2015?,fake
INSIDE THE MIND OF A TRUMP VOTER,fake
“They Will Kill Him Before They Let Him Become President”,fake
"JOKE OF THE WEEK: A Marine, A Priest And A Flag Burning Hillary Supporter",fake
WHAT DONALD TRUMP LEARNED From His German Grandpa Friedrich Drumpf,fake
DAVID DUKE NEVER ENDORSED TRUMP: “The media in this country is absolutely disgusting”,fake
WHOA! CONSERVATIVE MEDIA Was In Cahoots With Rubio To Push Immigration Reform,fake
"MAINSTREAM MEDIA STANDS DOWN: Fire Alarm Pulled During Conservative “When Diversity Becomes a Problem” Speech…150+ FREE SPEECH TERRORISTS Threaten, Block Fellow Students [VIDEO]",fake
SENATOR MIKE LEE Nails It On Why The Senate Opposes A Supreme Court Nominee [Video],fake
LEFTIST PROTESTOR CUTS ELECTRICITY To Trump Rally…Trump’s EPIC Response Proves The Left Can’t Defeat Him,fake
MICHELLE AND BARACK OBAMA Had Time For This “Circus” But No Time For Justice Scalia? [Video],fake
NIKE DROPS CONSERVATIVE BOXER Manny Pacquiao After Condemning Gay Relationships Based On His Religious Beliefs [VIDEO],fake
BILL CLINTON Goes At It With TRUMP Supporter In Finger Shaking Rant [Video],fake
HOW OBAMA Could Temporarily Fill The Vacancy Left By Justice Scalia With A RADICAL LEFTIST Judge,fake
PREGNANT CHELSEA CLINTON Makes Disturbing Confession About Why She Left Church At 6 Years Old,fake
SHRILLARY GIVES BITTER CONCESSION SPEECH In New Hampshire,fake
"WATCH: BEYONCE Performed This Sickening, Cop-Hating, Anti-White Song At Super Bowl",fake
OBAMA’S CHIEF OF STAFF WARNS AMERICA…He’s Not Going Away Quietly: Promises “Audacious Executive Actions” Including Gun Control,fake
THE REAL TRUTH ABOUT WHY OBAMA Is Planting Muslim Refugees In Small Towns Across America,fake
“GET ANGRY”: HOW OBAMA’S “Purple Army” Is Teaming Up With Illegal Aliens To Steal The Vote In 2016,fake
OBAMA’S FIRST VISIT TO A U.S. MOSQUE Raises Questions About Its Extremist Ties,fake
WHOA! HOW JEB BUSH Blew Through His Campaign Cash,fake
ALL HELL BREAKS LOOSE IN FRANCE…,fake
WHITES NEED NOT APPLY: OBAMA’S NEW MORTGAGE SCAM Targets High Risk Minority Immigrants,fake
WATCH: Only 6 People Show Up To See Hillary At TX Airport…And She IGNORED All 6 Of Them,fake
ARRESTED: Cops Tell Shocking Story Of Domestic Abuse At Sarah Palin’s Home,fake
BREAKING UPDATE ON Obama’s War On Cops: Ohio Police Officer Murdered By Thug “looking to kill an officer” [VIDEO],fake
"THEY KNEW! Federal Government Knew Flint, MI Water Was POISONED, Kept It Hidden…10 Have Already Died",fake
IRAN Announces Reason For Arresting US Sailors…They Were Teaching Congress A Lesson?,fake
Clinton Campaign Attack Dog Warns Trump And Sanders To Stay Away From Bill’s Infidelity,fake
WATCH DESPERATE GRANNY HILLARY CLINTON: Hip Selfies And TV Appearances On Ellen As She Sinks In The Polls,fake
BREAKING: Man Rushes To Paris Police Station Doors With Knife Screaming “Allahu Akbar”…Was He Another “Muslim Clock Boy?”,fake
CROCODILE TEARS: Watch Obama Use Phony Outrage To Gain Sympathy For Gun Control,fake
UAW BULLIES Print Names Of Non-Members In Right-To-Work State [VIDEO],fake
EVERY U.S. CITIZEN TAKEN HOSTAGE IN IRAN To Be Awarded Millions…With A Catch…Iran’s Not Paying…YOU Are!,fake
THIS IS HUGE! Here’s Proof George Soros Fears Trump’s Presidency And will Do ANYTHING To Bring Him Down,fake
WOW! Why George W. Bush Never Left DC Until After Christmas Day,fake
FOX News Just Announced Moderators For Next GOP Debate…This Could Be YUGE!,fake
THINGS GET UGLY WHEN IRAQ VETERAN Confronts Terrorist Sympathizers Protesting On Street Corner [VIDEO],fake
One Picture At Miami Debate Watch Party For Jeb! Describes The State Of His Campaign,fake
WHOA! NEW SHOCK POLL Shows Iowa Voters Are Shifting To A New GOP Candidate By A WIDE Margin,fake
"BREAKING: ISIS May Have Stolen Passport Machine, Making Unlawful Entry To U.S. Easy",fake
Is Obama Using The Refugee Resettlement Of Muslims To Give ISIS World Domination?,fake
CHRISTIAN HIGH SCHOOL Told By State They Are No Longer Allowed To Pray Before Games,fake
SHE SHOULD NEVER HAVE BEEN ALLOWED To Step Foot On American Soil: How Female Terrorist Used Fake Info To Get US Visa,fake
NEW YORK OFFICIALS Confirm Donald Trump’s Claim Of Celebrations After 9/11 [Video],fake
FAMOUS RHODE ISLAND DANCING COP FIRED For Protesting Cop Hating Terror Group [Video],fake
What Gives? Saudi King Spends A Fortune In 2014 On Gifts For The Obamas,fake
